,true_distrib,alter_distrib,method,sign_level,wasserstein_p,wasserstein_order,mc_loops,n_signature,n_test,topo_min,topo_mean,topo_max,topo_quantile,ks,ks_d
62,N01xN01xN01xN01xT5,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.212,0.172,0.308,0.2,[],[]
63,LapxLapxLapxLapxLap,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
64,LapxLapxLapxLapxLap,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.264,0.304,0.368,0.328,[],[]
65,LapxLapxLapxLapxLap,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.812,0.688,0.64,0.66,[],[]
66,LapxLapxLapxLapxLap,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.472,0.044,0.02,0.028,[],[]
67,LapxLapxLapxLapxLap,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.772,0.356,0.32,0.324,[],[]
68,LapxLapxLapxLapxLap,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.572,0.14,0.084,0.112,[],[]
69,LapxLapxLapxLapxLap,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.036,0.0,0.0,0.0,[],[]
70,LapxLapxLapxLapxLap,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.916,0.944,0.96,0.948,[],[]
71,LapxLapxLapxLapxLap,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.872,0.548,0.396,0.476,[],[]
72,N01xN01xLapxLapxLap,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.472,0.072,0.044,0.032,[],[]
73,N01xN01xLapxLapxLap,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.044,0.032,0.04,0.036,[],[]
74,N01xN01xLapxLapxLap,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.768,0.784,0.868,0.824,[],[]
75,N01xN01xLapxLapxLap,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.984,0.828,0.78,0.772,[],[]
76,N01xN01xLapxLapxLap,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.888,0.92,0.948,0.944,[],[]
77,N01xN01xLapxLapxLap,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.948,0.896,0.904,0.876,[],[]
78,N01xN01xLapxLapxLap,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.828,0.396,0.356,0.296,[],[]
79,N01xN01xLapxLapxLap,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.42,0.288,0.352,0.3,[],[]
80,N01xN01xLapxLapxLap,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.916,0.924,0.952,0.94,[],[]
