,true_distrib,alter_distrib,method,sign_level,wasserstein_p,wasserstein_order,mc_loops,n_signature,n_test,topo_min,topo_mean,topo_max,topo_quantile,ks,ks_d
0,N01xN01xN01xN01xN01,N01xN01xN01xN01xN01,ecc,0.05,1,1,250,750,750,0.8906666666666667,0.9493333333333334,0.9893333333333333,0.9466666666666667,[],[]
1,N01xN01xN01xN01xN01,T3xT3xT3xT3xT3,ecc,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
2,N01xN01xN01xN01xN01,T5xT5xT5xT5xT5,ecc,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
3,N01xN01xN01xN01xN01,T10xT10xT10xT10xT10,ecc,0.05,1,1,250,750,750,0.36,0.19333333333333333,0.4573333333333333,0.152,[],[]
4,N01xN01xN01xN01xN01,N01xT5xT5xT4xT5,ecc,0.05,1,1,250,750,750,0.029333333333333333,0.0,0.0,0.0,[],[]
5,N01xN01xN01xN01xN01,N01xN01xT5xT5xT5,ecc,0.05,1,1,250,750,750,0.044,0.0,0.0,0.0,[],[]
6,N01xN01xN01xN01xN01,N01xN01xN01xN01xT5,ecc,0.05,1,1,250,750,750,0.816,0.6213333333333333,0.0,0.6266666666666667,[],[]
7,N01xN01xN01xN01xN01,LapxLapxLapxLapxLap,ecc,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
8,N01xN01xN01xN01xN01,N01xN01xLapxLapxLap,ecc,0.05,1,1,250,750,750,0.008,0.0,0.0,0.0,[],[]
9,T3xT3xT3xT3xT3,N01xN01xN01xN01xN01,ecc,0.05,1,1,250,750,750,0.26266666666666666,0.928,0.996,0.9413333333333334,[],[]
10,T3xT3xT3xT3xT3,T3xT3xT3xT3xT3,ecc,0.05,1,1,250,750,750,0.9333333333333333,0.9493333333333334,0.996,0.9466666666666667,[],[]
11,T3xT3xT3xT3xT3,T5xT5xT5xT5xT5,ecc,0.05,1,1,250,750,750,0.7906666666666666,0.944,0.996,0.9466666666666667,[],[]
