,true_distrib,alter_distrib,method,sign_level,wasserstein_p,wasserstein_order,mc_loops,n_signature,n_test,topo_min,topo_mean,topo_max,topo_quantile,ks,ks_d
44,N01xT5xT5xT4xT5,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.968,0.98,0.896,0.956,[],[]
45,N01xN01xT5xT5xT5,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.868,0.056,0.0,0.0,[],[]
46,N01xN01xT5xT5xT5,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
47,N01xN01xT5xT5xT5,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.468,0.332,0.64,0.316,[],[]
48,N01xN01xT5xT5xT5,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,1.0,0.964,0.772,0.928,[],[]
49,N01xN01xT5xT5xT5,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.844,0.804,0.96,0.792,[],[]
50,N01xN01xT5xT5xT5,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.944,0.948,0.944,0.94,[],[]
51,N01xN01xT5xT5xT5,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.912,0.472,0.124,0.344,[],[]
52,N01xN01xT5xT5xT5,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.048,0.016,0.044,0.012,[],[]
53,N01xN01xT5xT5xT5,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.86,0.816,0.92,0.764,[],[]
54,N01xN01xN01xN01xT5,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.996,0.88,0.996,0.78,[],[]
55,N01xN01xN01xN01xT5,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
56,N01xN01xN01xN01xT5,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.004,0.004,0.0,0.004,[],[]
57,N01xN01xN01xN01xT5,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.684,0.504,0.308,0.52,[],[]
58,N01xN01xN01xN01xT5,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.024,0.008,0.008,0.008,[],[]
59,N01xN01xN01xN01xT5,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.3,0.22,0.18,0.248,[],[]
60,N01xN01xN01xN01xT5,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.94,0.944,0.956,0.94,[],[]
61,N01xN01xN01xN01xT5,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
62,N01xN01xN01xN01xT5,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.024,0.012,0.012,0.02,[],[]
63,LapxLapxLapxLapxLap,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
64,LapxLapxLapxLapxLap,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.092,0.084,0.128,0.124,[],[]
65,LapxLapxLapxLapxLap,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.764,0.464,0.536,0.384,[],[]
66,LapxLapxLapxLapxLap,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.036,0.0,0.0,0.0,[],[]
67,LapxLapxLapxLapxLap,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.488,0.072,0.136,0.056,[],[]
68,LapxLapxLapxLapxLap,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.172,0.0,0.0,0.0,[],[]
69,LapxLapxLapxLapxLap,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
70,LapxLapxLapxLapxLap,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.948,0.972,0.964,0.976,[],[]
71,LapxLapxLapxLapxLap,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.652,0.176,0.224,0.116,[],[]
72,N01xN01xLapxLapxLap,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.052,0.0,0.0,0.0,[],[]
73,N01xN01xLapxLapxLap,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
74,N01xN01xLapxLapxLap,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.648,0.596,0.62,0.608,[],[]
75,N01xN01xLapxLapxLap,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.9,0.508,0.444,0.424,[],[]
76,N01xN01xLapxLapxLap,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.8,0.832,0.88,0.84,[],[]
77,N01xN01xLapxLapxLap,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.852,0.684,0.712,0.656,[],[]
78,N01xN01xLapxLapxLap,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.388,0.008,0.008,0.008,[],[]
79,N01xN01xLapxLapxLap,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.144,0.056,0.048,0.044,[],[]
80,N01xN01xLapxLapxLap,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.944,0.944,0.956,0.944,[],[]
