,true_distrib,alter_distrib,method,sign_level,wasserstein_p,wasserstein_order,mc_loops,n_signature,n_test,topo_min,topo_mean,topo_max,topo_quantile,ks,ks_d
32,T10xT10xT10xT10xT10,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.844,0.84,0.856,0.856,[],[]
33,T10xT10xT10xT10xT10,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.956,0.932,0.94,0.916,[],[]
34,T10xT10xT10xT10xT10,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.156,0.1,0.14,0.116,[],[]
35,T10xT10xT10xT10xT10,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.624,0.632,0.652,0.676,[],[]
36,N01xT5xT5xT4xT5,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.996,0.852,0.156,0.496,[],[]
37,N01xT5xT5xT4xT5,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.212,0.228,0.676,0.172,[],[]
38,N01xT5xT5xT4xT5,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.916,0.928,0.984,0.916,[],[]
39,N01xT5xT5xT4xT5,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,1.0,1.0,0.744,0.952,[],[]
40,N01xT5xT5xT4xT5,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.956,0.976,0.952,0.964,[],[]
41,N01xT5xT5xT4xT5,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.98,0.988,0.84,0.956,[],[]
42,N01xT5xT5xT4xT5,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.992,0.932,0.344,0.728,[],[]
43,N01xT5xT5xT4xT5,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.712,0.732,0.904,0.644,[],[]
44,N01xT5xT5xT4xT5,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.972,0.984,0.952,0.98,[],[]
45,N01xN01xT5xT5xT5,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.996,0.868,0.944,0.708,[],[]
46,N01xN01xT5xT5xT5,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.076,0.048,0.076,0.048,[],[]
47,N01xN01xT5xT5xT5,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.788,0.728,0.708,0.724,[],[]
48,N01xN01xT5xT5xT5,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.996,0.984,0.972,0.964,[],[]
49,N01xN01xT5xT5xT5,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.928,0.888,0.844,0.892,[],[]
50,N01xN01xT5xT5xT5,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.956,0.952,0.956,0.956,[],[]
51,N01xN01xT5xT5xT5,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.996,0.952,0.988,0.88,[],[]
52,N01xN01xT5xT5xT5,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.384,0.324,0.256,0.304,[],[]
53,N01xN01xT5xT5xT5,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.884,0.892,0.776,0.884,[],[]
54,N01xN01xN01xN01xT5,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.992,0.976,0.868,0.956,[],[]
55,N01xN01xN01xN01xT5,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.0,0.004,0.008,0.004,[],[]
56,N01xN01xN01xN01xT5,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.22,0.184,0.352,0.144,[],[]
57,N01xN01xN01xN01xT5,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.896,0.88,0.884,0.836,[],[]
58,N01xN01xN01xN01xT5,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.48,0.412,0.576,0.384,[],[]
59,N01xN01xN01xN01xT5,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.64,0.592,0.744,0.556,[],[]
60,N01xN01xN01xN01xT5,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.948,0.94,0.952,0.94,[],[]
61,N01xN01xN01xN01xT5,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.032,0.024,0.076,0.02,[],[]
62,N01xN01xN01xN01xT5,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.336,0.36,0.54,0.344,[],[]
63,LapxLapxLapxLapxLap,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.66,0.02,0.004,0.012,[],[]
64,LapxLapxLapxLapxLap,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.496,0.48,0.612,0.524,[],[]
65,LapxLapxLapxLapxLap,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.96,0.916,0.848,0.896,[],[]
66,LapxLapxLapxLapxLap,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,0.968,0.428,0.236,0.336,[],[]
67,LapxLapxLapxLapxLap,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.944,0.772,0.628,0.712,[],[]
68,LapxLapxLapxLapxLap,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.964,0.592,0.44,0.524,[],[]
69,LapxLapxLapxLapxLap,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.836,0.096,0.028,0.06,[],[]
70,LapxLapxLapxLapxLap,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.96,0.964,0.936,0.952,[],[]
71,LapxLapxLapxLapxLap,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.988,0.86,0.736,0.792,[],[]
72,N01xN01xLapxLapxLap,N01xN01xN01xN01xN01,mergegram,0.05,1,1,250,750,750,0.976,0.44,0.068,0.252,[],[]
73,N01xN01xLapxLapxLap,T3xT3xT3xT3xT3,mergegram,0.05,1,1,250,750,750,0.188,0.148,0.332,0.156,[],[]
74,N01xN01xLapxLapxLap,T5xT5xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.876,0.876,0.94,0.864,[],[]
75,N01xN01xLapxLapxLap,T10xT10xT10xT10xT10,mergegram,0.05,1,1,250,750,750,1.0,0.952,0.728,0.904,[],[]
76,N01xN01xLapxLapxLap,N01xT5xT5xT4xT5,mergegram,0.05,1,1,250,750,750,0.94,0.94,0.928,0.94,[],[]
77,N01xN01xLapxLapxLap,N01xN01xT5xT5xT5,mergegram,0.05,1,1,250,750,750,0.964,0.908,0.804,0.892,[],[]
78,N01xN01xLapxLapxLap,N01xN01xN01xN01xT5,mergegram,0.05,1,1,250,750,750,0.972,0.68,0.32,0.564,[],[]
79,N01xN01xLapxLapxLap,LapxLapxLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.668,0.572,0.844,0.572,[],[]
80,N01xN01xLapxLapxLap,N01xN01xLapxLapxLap,mergegram,0.05,1,1,250,750,750,0.98,0.972,0.952,0.972,[],[]
