,true_distrib,alter_distrib,method,sign_level,wasserstein_p,wasserstein_order,mc_loops,n_signature,n_test,topo_min,topo_mean,topo_max,topo_quantile,ks,ks_d
39,N01xT5xT5xT4xT5,T10xT10xT10xT10xT10,persistence,0.05,1,1,250,750,750,1.0,1.0,0.684,1.0,[],[]
40,N01xT5xT5xT4xT5,N01xT5xT5xT4xT5,persistence,0.05,1,1,250,750,750,0.972,0.972,0.944,0.968,[],[]
41,N01xT5xT5xT4xT5,N01xN01xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.98,0.992,0.832,0.992,[],[]
42,N01xT5xT5xT4xT5,N01xN01xN01xN01xT5,persistence,0.05,1,1,250,750,750,0.996,1.0,0.248,0.96,[],[]
43,N01xT5xT5xT4xT5,LapxLapxLapxLapxLap,persistence,0.05,1,1,250,750,750,0.708,0.816,0.86,0.78,[],[]
44,N01xT5xT5xT4xT5,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.984,0.996,0.956,1.0,[],[]
45,N01xN01xT5xT5xT5,N01xN01xN01xN01xN01,persistence,0.05,1,1,250,750,750,1.0,0.996,0.992,0.756,[],[]
46,N01xN01xT5xT5xT5,T3xT3xT3xT3xT3,persistence,0.05,1,1,250,750,750,0.068,0.064,0.16,0.06,[],[]
47,N01xN01xT5xT5xT5,T5xT5xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.74,0.756,0.66,0.728,[],[]
48,N01xN01xT5xT5xT5,T10xT10xT10xT10xT10,persistence,0.05,1,1,250,750,750,1.0,1.0,0.984,0.996,[],[]
49,N01xN01xT5xT5xT5,N01xT5xT5xT4xT5,persistence,0.05,1,1,250,750,750,0.92,0.904,0.84,0.888,[],[]
50,N01xN01xT5xT5xT5,N01xN01xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.964,0.948,0.956,0.952,[],[]
51,N01xN01xT5xT5xT5,N01xN01xN01xN01xT5,persistence,0.05,1,1,250,750,750,0.996,0.988,1.0,0.924,[],[]
52,N01xN01xT5xT5xT5,LapxLapxLapxLapxLap,persistence,0.05,1,1,250,750,750,0.372,0.368,0.24,0.328,[],[]
53,N01xN01xT5xT5xT5,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.908,0.896,0.744,0.88,[],[]
54,N01xN01xN01xN01xT5,N01xN01xN01xN01xN01,persistence,0.05,1,1,250,750,750,1.0,0.996,0.948,0.964,[],[]
55,N01xN01xN01xN01xT5,T3xT3xT3xT3xT3,persistence,0.05,1,1,250,750,750,0.004,0.004,0.012,0.004,[],[]
56,N01xN01xN01xN01xT5,T5xT5xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.2,0.176,0.396,0.144,[],[]
57,N01xN01xN01xN01xT5,T10xT10xT10xT10xT10,persistence,0.05,1,1,250,750,750,0.888,0.892,0.848,0.856,[],[]
58,N01xN01xN01xN01xT5,N01xT5xT5xT4xT5,persistence,0.05,1,1,250,750,750,0.436,0.42,0.62,0.384,[],[]
59,N01xN01xN01xN01xT5,N01xN01xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.612,0.604,0.756,0.564,[],[]
60,N01xN01xN01xN01xT5,N01xN01xN01xN01xT5,persistence,0.05,1,1,250,750,750,0.956,0.948,0.948,0.952,[],[]
61,N01xN01xN01xN01xT5,LapxLapxLapxLapxLap,persistence,0.05,1,1,250,750,750,0.024,0.024,0.08,0.02,[],[]
62,N01xN01xN01xN01xT5,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.312,0.328,0.548,0.284,[],[]
63,LapxLapxLapxLapxLap,N01xN01xN01xN01xN01,persistence,0.05,1,1,250,750,750,0.572,0.02,0.008,0.0,[],[]
64,LapxLapxLapxLapxLap,T3xT3xT3xT3xT3,persistence,0.05,1,1,250,750,750,0.492,0.42,0.68,0.436,[],[]
65,LapxLapxLapxLapxLap,T5xT5xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.948,0.924,0.944,0.872,[],[]
66,LapxLapxLapxLapxLap,T10xT10xT10xT10xT10,persistence,0.05,1,1,250,750,750,0.96,0.536,0.368,0.224,[],[]
67,LapxLapxLapxLapxLap,N01xT5xT5xT4xT5,persistence,0.05,1,1,250,750,750,0.948,0.86,0.82,0.684,[],[]
68,LapxLapxLapxLapxLap,N01xN01xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.956,0.744,0.692,0.516,[],[]
69,LapxLapxLapxLapxLap,N01xN01xN01xN01xT5,persistence,0.05,1,1,250,750,750,0.82,0.164,0.116,0.032,[],[]
70,LapxLapxLapxLapxLap,LapxLapxLapxLapxLap,persistence,0.05,1,1,250,750,750,0.98,0.952,0.948,0.956,[],[]
71,LapxLapxLapxLapxLap,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.988,0.944,0.924,0.816,[],[]
72,N01xN01xLapxLapxLap,N01xN01xN01xN01xN01,persistence,0.05,1,1,250,750,750,0.964,0.516,0.02,0.176,[],[]
73,N01xN01xLapxLapxLap,T3xT3xT3xT3xT3,persistence,0.05,1,1,250,750,750,0.184,0.14,0.532,0.136,[],[]
74,N01xN01xLapxLapxLap,T5xT5xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.856,0.844,0.944,0.852,[],[]
75,N01xN01xLapxLapxLap,T10xT10xT10xT10xT10,persistence,0.05,1,1,250,750,750,1.0,0.972,0.64,0.884,[],[]
76,N01xN01xLapxLapxLap,N01xT5xT5xT4xT5,persistence,0.05,1,1,250,750,750,0.944,0.932,0.912,0.928,[],[]
77,N01xN01xLapxLapxLap,N01xN01xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.956,0.928,0.796,0.9,[],[]
78,N01xN01xLapxLapxLap,N01xN01xN01xN01xT5,persistence,0.05,1,1,250,750,750,0.984,0.8,0.172,0.572,[],[]
79,N01xN01xLapxLapxLap,LapxLapxLapxLapxLap,persistence,0.05,1,1,250,750,750,0.632,0.564,0.988,0.54,[],[]
80,N01xN01xLapxLapxLap,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.968,0.98,0.936,0.98,[],[]
