,true_distrib,alter_distrib,method,sign_level,wasserstein_p,wasserstein_order,mc_loops,n_signature,n_test,topo_min,topo_mean,topo_max,topo_quantile,ks,ks_d
62,N01xN01xN01xN01xT5,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.012,0.012,0.016,0.012,[],[]
63,LapxLapxLapxLapxLap,N01xN01xN01xN01xN01,persistence,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
64,LapxLapxLapxLapxLap,T3xT3xT3xT3xT3,persistence,0.05,1,1,250,750,750,0.116,0.068,0.08,0.072,[],[]
65,LapxLapxLapxLapxLap,T5xT5xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.776,0.512,0.38,0.42,[],[]
66,LapxLapxLapxLapxLap,T10xT10xT10xT10xT10,persistence,0.05,1,1,250,750,750,0.048,0.0,0.0,0.0,[],[]
67,LapxLapxLapxLapxLap,N01xT5xT5xT4xT5,persistence,0.05,1,1,250,750,750,0.62,0.096,0.06,0.056,[],[]
68,LapxLapxLapxLapxLap,N01xN01xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.244,0.004,0.004,0.004,[],[]
69,LapxLapxLapxLapxLap,N01xN01xN01xN01xT5,persistence,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
70,LapxLapxLapxLapxLap,LapxLapxLapxLapxLap,persistence,0.05,1,1,250,750,750,0.944,0.956,0.968,0.96,[],[]
71,LapxLapxLapxLapxLap,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.828,0.184,0.096,0.088,[],[]
72,N01xN01xLapxLapxLap,N01xN01xN01xN01xN01,persistence,0.05,1,1,250,750,750,0.004,0.0,0.0,0.0,[],[]
73,N01xN01xLapxLapxLap,T3xT3xT3xT3xT3,persistence,0.05,1,1,250,750,750,0.0,0.0,0.0,0.0,[],[]
74,N01xN01xLapxLapxLap,T5xT5xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.652,0.628,0.66,0.612,[],[]
75,N01xN01xLapxLapxLap,T10xT10xT10xT10xT10,persistence,0.05,1,1,250,750,750,0.928,0.552,0.204,0.36,[],[]
76,N01xN01xLapxLapxLap,N01xT5xT5xT4xT5,persistence,0.05,1,1,250,750,750,0.8,0.812,0.832,0.796,[],[]
77,N01xN01xLapxLapxLap,N01xN01xT5xT5xT5,persistence,0.05,1,1,250,750,750,0.836,0.736,0.576,0.664,[],[]
78,N01xN01xLapxLapxLap,N01xN01xN01xN01xT5,persistence,0.05,1,1,250,750,750,0.372,0.008,0.0,0.008,[],[]
79,N01xN01xLapxLapxLap,LapxLapxLapxLapxLap,persistence,0.05,1,1,250,750,750,0.156,0.08,0.052,0.064,[],[]
80,N01xN01xLapxLapxLap,N01xN01xLapxLapxLap,persistence,0.05,1,1,250,750,750,0.948,0.976,0.96,0.972,[],[]
